singleTurnPosition,internalSingleTurnPosition,normalizedExternalMultiTurnSyncBits,normalizedInternalMultiTurnSyncBits,externalMultiTurnPosition,multiTurnPosition
182558,182558,10,5,0,7
183109,183109,10,5,0,7
183660,183660,10,5,0,7
184203,184203,10,5,0,7
184743,184743,10,5,0,7
185309,185309,10,5,0,7
185864,185864,10,5,0,7
186426,186426,10,5,0,7
186998,186998,10,5,0,7
187546,187546,10,5,0,7
188104,188104,10,5,0,7
188658,188658,10,5,0,7
189216,189216,10,5,0,7
189786,189786,10,5,0,7
190351,190351,10,5,0,7
190920,190920,10,5,0,7
191479,191479,10,5,0,7
192042,192042,10,5,0,7
192590,192590,10,5,0,7
193156,193156,10,5,0,7
193729,193729,10,5,0,7
194305,194305,10,5,0,7
194880,194880,10,5,0,7
195454,195454,10,5,0,7
196017,196017,10,5,0,7
196580,196580,10,5,0,7
197148,197148,10,5,0,7
197712,197712,10,5,0,7
198286,198286,10,5,0,7
198860,198860,10,5,0,7
199426,199426,10,5,0,7
199989,199989,10,5,0,7
200532,200532,10,5,0,7
201093,201093,8,7,0,7
201655,201655,8,7,0,7
202222,202222,8,7,0,7
202794,202794,8,7,0,7
203365,203365,8,7,0,7
203935,203935,8,7,0,7
204482,204482,8,7,0,7
205039,205039,8,7,0,7
205594,205594,8,7,0,7
206161,206161,8,7,0,7
206717,206717,8,7,0,7
207270,207270,8,7,0,7
207821,207821,8,7,0,7
208360,208360,8,7,0,7
208895,208895,8,7,0,7
209443,209443,8,7,0,7
209983,209983,8,7,0,7
210532,210532,8,7,0,7
211081,211081,8,7,0,7
211625,211625,8,7,0,7
212168,212168,8,7,0,7
212701,212701,8,7,0,7
213240,213240,8,7,0,7
213770,213770,8,7,0,7
214311,214311,8,7,0,7
214846,214846,8,7,0,7
215378,215378,8,7,0,7
215913,215913,8,7,0,7
216439,216439,8,7,0,7
216957,216957,8,7,0,7
217476,217476,8,7,0,7
218004,218004,8,7,0,7
218541,218541,8,7,0,7
219066,219066,8,7,0,7
219604,219604,8,7,0,7
220137,220137,8,7,0,7
220661,220661,8,7,0,7
221174,221174,8,7,0,7
221699,221699,8,7,0,7
222223,222223,8,7,0,7
222756,222756,8,7,0,7
223272,223272,8,7,0,7
223801,223801,8,7,0,7
224320,224320,8,7,0,7
224834,224834,8,7,0,7
225338,225338,8,7,0,7
225849,225849,8,7,0,7
226374,226374,8,7,0,7
226895,226895,8,7,0,7
227419,227419,8,7,0,7
227940,227940,8,7,0,7
228464,228464,8,7,0,7
228967,228967,8,7,0,7
229471,229471,8,7,0,7
229979,229979,8,7,0,7
230486,230486,8,7,0,7
230999,230999,8,7,0,7
231499,231499,8,7,0,7
232004,232004,8,7,0,7
232497,232497,8,7,0,7
232993,232993,8,7,0,7
233471,233471,8,7,0,7
233963,233963,6,9,0,7
234454,234454,6,9,0,7
234948,234948,6,9,0,7
235448,235448,6,9,0,7
235945,235945,6,9,0,7
236428,236428,6,9,0,7
236917,236917,6,9,0,7
237395,237395,6,9,0,7
237870,237870,6,9,0,7
238348,238348,6,9,0,7
238830,238830,6,9,0,7
239308,239308,6,9,0,7
239788,239788,6,9,0,7
240254,240254,6,9,0,7
240723,240723,6,9,0,7
241184,241184,6,9,0,7
241634,241634,6,9,0,7
242093,242093,6,9,0,7
242554,242554,6,9,0,7
243021,243021,6,9,0,7
243482,243482,6,9,0,7
243941,243941,6,9,0,7
244408,244408,6,9,0,7
244860,244860,6,9,0,7
245316,245316,6,9,0,7
245762,245762,6,9,0,7
246219,246219,6,9,0,7
246669,246669,6,9,0,7
247127,247127,6,9,0,7
247581,247581,6,9,0,7
248029,248029,6,9,0,7
248486,248486,6,9,0,7
248934,248934,6,9,0,7
249376,249376,6,9,0,7
249812,249812,6,9,0,7
250254,250254,6,9,0,7
250697,250697,6,9,0,7
251147,251147,6,9,0,7
251597,251597,6,9,0,7
252054,252054,6,9,0,7
252508,252508,6,9,0,7
252964,252964,6,9,0,7
253417,253417,6,9,0,7
253851,253851,6,9,0,7
254301,254301,6,9,0,7
254762,254762,6,9,0,7
255219,255219,6,9,0,7
255672,255672,6,9,0,7
256130,256130,6,9,0,7
256587,256587,6,9,0,7
257047,257047,6,9,0,7
257498,257498,6,9,0,7
257947,257947,6,9,0,7
258403,258403,6,9,0,7
258865,258865,6,9,0,7
259334,259334,6,9,0,7
259808,259808,6,9,0,7
260279,260279,6,9,0,7
260762,260762,6,9,0,7
261232,261232,6,9,0,7
261711,261711,6,9,0,7
32,32,6,9,0,7
505,505,6,9,0,7
983,983,6,9,0,7
1473,1473,6,9,0,7
1958,1958,6,9,0,7
2447,2447,6,9,0,7
2927,2927,6,9,0,7
3407,3407,6,9,0,7
3887,3887,6,9,0,7
4371,4371,6,9,0,7
4854,4854,4,11,0,7
5352,5352,4,11,0,7
5850,5850,4,11,0,7
6350,6350,4,11,0,7
6850,6850,4,11,0,7
7351,7351,4,11,0,7
7842,7842,4,11,0,7
8334,8334,4,11,0,7
8834,8834,4,11,0,7
9336,9336,4,11,0,7
9833,9833,4,11,0,7
10339,10339,4,11,0,7
10838,10838,4,11,0,7
11333,11333,4,11,0,7
11826,11826,4,11,0,7
12322,12322,4,11,0,7
12809,12809,4,11,0,7
13314,13314,4,11,0,7
13819,13819,4,11,0,7
14321,14321,4,11,0,7
14827,14827,4,11,0,7
15335,15335,4,11,0,7
15835,15835,4,11,0,7
16327,16327,4,11,0,7
16831,16831,4,11,0,7
17325,17325,4,11,0,7
17825,17825,4,11,0,7
18328,18328,4,11,0,7
18827,18827,4,11,0,7
19321,19321,4,11,0,7
19815,19815,4,11,0,7
20298,20298,4,11,0,7
20777,20777,4,11,0,7
21271,21271,4,11,0,7
21762,21762,4,11,0,7
22263,22263,4,11,0,7
22755,22755,4,11,0,7
23253,23253,4,11,0,7
23745,23745,4,11,0,7
24227,24227,4,11,0,7
24714,24714,4,11,0,7
25207,25207,4,11,0,7
25708,25708,4,11,0,7
26201,26201,4,11,0,7
26690,26690,4,11,0,7
27189,27189,4,11,0,7
27675,27675,4,11,0,7
28164,28164,4,11,0,7
28642,28642,4,11,0,7
29127,29127,4,11,0,7
29622,29622,4,11,0,7
30119,30119,4,11,0,7
30611,30611,4,11,0,7
31114,31114,4,11,0,7
31605,31605,4,11,0,7
32099,32099,4,11,0,7
32583,32583,4,11,0,7
33078,33078,4,11,0,7
33574,33574,4,11,0,7
34065,34065,4,11,0,7
34564,34564,4,11,0,7
35058,35058,4,11,0,7
35562,35562,4,11,0,7
36051,36051,4,11,0,7
36539,36539,4,11,0,7
37029,37029,4,11,0,7
37530,37530,2,13,0,7
38029,38029,2,13,0,7
38535,38535,2,13,0,7
39049,39049,2,13,0,7
39552,39552,2,13,0,7
40063,40063,2,13,0,7
40566,40566,2,13,0,7
41061,41061,2,13,0,7
41562,41562,2,13,0,7
42077,42077,2,13,0,7
42591,42591,2,13,0,7
43095,43095,2,13,0,7
43604,43604,2,13,0,7
44111,44111,2,13,0,7
44616,44616,2,13,0,7
45117,45117,2,13,0,7
45624,45624,2,13,0,7
46135,46135,2,13,0,7
46658,46658,2,13,0,7
47180,47180,2,13,0,7
47709,47709,2,13,0,7
48229,48229,2,13,0,7
48757,48757,2,13,0,7
49271,49271,2,13,0,7
49797,49797,2,13,0,7
50323,50323,2,13,0,7
50853,50853,2,13,0,7
51379,51379,2,13,0,7
51914,51914,2,13,0,7
52435,52435,2,13,0,7
52957,52957,2,13,0,7
53477,53477,2,13,0,7
54000,54000,2,13,0,7
54537,54537,2,13,0,7
55083,55083,2,13,0,7
55612,55612,2,13,0,7
56167,56167,2,13,0,7
56697,56697,2,13,0,7
57228,57228,2,13,0,7
57766,57766,2,13,0,7
58311,58311,2,13,0,7
58852,58852,2,13,0,7
59392,59392,2,13,0,7
59943,59943,2,13,0,7
60479,60479,2,13,0,7
61019,61019,2,13,0,7
61545,61545,2,13,0,7
62081,62081,2,13,0,7
62627,62627,2,13,0,7
63176,63176,2,13,0,7
63726,63726,2,13,0,7
64275,64275,2,13,0,7
64822,64822,2,13,0,7
65354,65354,2,13,0,7
65899,65899,2,13,0,7
66442,66442,2,13,0,7
66988,66988,2,13,0,7
67546,67546,2,13,0,7
68084,68084,2,13,0,7
68635,68635,2,13,0,7
69176,69176,2,13,0,7
69707,69707,2,13,0,7
70257,70257,0,15,0,7
70806,70806,0,15,0,7
71360,71360,0,15,0,7
71918,71918,0,15,0,7
72471,72471,0,15,0,7
73020,73020,0,15,0,7
73555,73555,0,15,0,7
74109,74109,0,15,0,7
74661,74661,0,15,0,7
75210,75210,0,15,0,7
75760,75760,0,15,0,7
76316,76316,0,15,0,7
76859,76859,0,15,0,7
77399,77399,0,15,0,7
77939,77939,0,15,0,7
78481,78481,0,15,0,7
79033,79033,0,15,0,7
79595,79595,0,15,0,7
80155,80155,0,15,0,7
80712,80712,0,15,0,7
81264,81264,0,15,0,7
81807,81807,0,15,0,7
82357,82357,0,15,0,7
82912,82912,0,15,0,7
83453,83453,0,15,0,7
84012,84012,0,15,0,7
84568,84568,0,15,0,7
85119,85119,0,15,0,7
85653,85653,0,15,0,7
86186,86186,0,15,0,7
86735,86735,0,15,0,7
87290,87290,0,15,0,7
87843,87843,0,15,0,7
88402,88402,0,15,0,7
88954,88954,0,15,0,7
89496,89496,0,15,0,7
90036,90036,0,15,0,7
90581,90581,0,15,0,7
91126,91126,0,15,0,7
91677,91677,0,15,0,7
92231,92231,0,15,0,7
92778,92778,0,15,0,7
93316,93316,0,15,0,7
93854,93854,0,15,0,7
94376,94376,0,15,0,7
94922,94922,0,15,0,7
95465,95465,0,15,0,7
96010,96010,0,15,0,7
96552,96552,0,15,0,7
97094,97094,0,15,0,7
97629,97629,0,15,0,7
98151,98151,0,15,0,7
98688,98688,0,15,0,7
99218,99218,0,15,0,7
99757,99757,0,15,0,7
100302,100302,0,15,0,7
100845,100845,0,15,0,7
101375,101375,0,15,0,7
101904,101904,0,15,0,7
102426,102426,0,15,0,7
102961,102961,14,1,7,0
103490,103490,14,1,7,0
104028,104028,14,1,7,0
104566,104566,14,1,7,0
105103,105103,14,1,7,0
105640,105640,14,1,7,0
106161,106161,14,1,7,0
106689,106689,14,1,7,0
107223,107223,14,1,7,0
107760,107760,14,1,7,0
108300,108300,14,1,7,0
108836,108836,14,1,7,0
109377,109377,14,1,7,0
109913,109913,14,1,7,0
110440,110440,14,1,7,0
110978,110978,14,1,7,0
111512,111512,14,1,7,0
112066,112066,14,1,7,0
112617,112617,14,1,7,0
113176,113176,14,1,7,0
113723,113723,14,1,7,0
114265,114265,14,1,7,0
114805,114805,14,1,7,0
115361,115361,14,1,7,0
115915,115915,14,1,7,0
116472,116472,14,1,7,0
117027,117027,14,1,7,0
117588,117588,14,1,7,0
118149,118149,14,1,7,0
118698,118698,14,1,7,0
119257,119257,14,1,7,0
119826,119826,14,1,7,0
120407,120407,14,1,7,0
120983,120983,14,1,7,0
121566,121566,14,1,7,0
122145,122145,14,1,7,0
122715,122715,14,1,7,0
123285,123285,14,1,7,0
123856,123856,14,1,7,0
124443,124443,14,1,7,0
125016,125016,14,1,7,0
125590,125590,14,1,7,0
126167,126167,14,1,7,0
126728,126728,14,1,7,0
127296,127296,14,1,7,0
127863,127863,14,1,7,0
128447,128447,14,1,7,0
129036,129036,14,1,7,0
129613,129613,14,1,7,0
130182,130182,14,1,7,0
130753,130753,14,1,7,0
131315,131315,14,1,7,0
131886,131886,14,1,7,0
132455,132455,14,1,7,0
133032,133032,14,1,7,0
133600,133600,14,1,7,0
134161,134161,14,1,7,0
134722,134722,14,1,7,0
135267,135267,14,1,7,0
135821,135821,12,3,7,0
136382,136382,12,3,7,0
136948,136948,12,3,7,0
137506,137506,12,3,7,0
138056,138056,12,3,7,0
138604,138604,12,3,7,0
139141,139141,12,3,7,0
139686,139686,12,3,7,0
140232,140232,12,3,7,0
140775,140775,12,3,7,0
141320,141320,12,3,7,0
141862,141862,12,3,7,0
142386,142386,12,3,7,0
142922,142922,12,3,7,0
143432,143432,12,3,7,0
143957,143957,12,3,7,0
144485,144485,12,3,7,0
145018,145018,12,3,7,0
145545,145545,12,3,7,0
146071,146071,12,3,7,0
146591,146591,12,3,7,0
147106,147106,12,3,7,0
147607,147607,12,3,7,0
148127,148127,12,3,7,0
148654,148654,12,3,7,0
149167,149167,12,3,7,0
149681,149681,12,3,7,0
150192,150192,12,3,7,0
150697,150697,12,3,7,0
151201,151201,12,3,7,0
151703,151703,12,3,7,0
152202,152202,12,3,7,0
152715,152715,12,3,7,0
153236,153236,12,3,7,0
153748,153748,12,3,7,0
154256,154256,12,3,7,0
154763,154763,12,3,7,0
155272,155272,12,3,7,0
155768,155768,12,3,7,0
156265,156265,12,3,7,0
156773,156773,12,3,7,0
157283,157283,12,3,7,0
157791,157791,12,3,7,0
158291,158291,12,3,7,0
158792,158792,12,3,7,0
159286,159286,12,3,7,0
159779,159779,12,3,7,0
160275,160275,12,3,7,0
160775,160775,12,3,7,0
161285,161285,12,3,7,0
161791,161791,12,3,7,0
162303,162303,12,3,7,0
162803,162803,12,3,7,0
163306,163306,12,3,7,0
163802,163802,12,3,7,0
164306,164306,12,3,7,0
164796,164796,12,3,7,0
165304,165304,12,3,7,0
165805,165805,12,3,7,0
166306,166306,12,3,7,0
166799,166799,12,3,7,0
167304,167304,12,3,7,0
167776,167776,12,3,7,0
168268,168268,10,5,7,0
168770,168770,10,5,7,0
169268,169268,10,5,7,0
169770,169770,10,5,7,0
170270,170270,10,5,7,0
170770,170770,10,5,7,0
171262,171262,10,5,7,0
171753,171753,10,5,7,0
172244,172244,10,5,7,0
172737,172737,10,5,7,0
173238,173238,10,5,7,0
173730,173730,10,5,7,0
174222,174222,10,5,7,0
174721,174721,10,5,7,0
175207,175207,10,5,7,0
175697,175697,10,5,7,0
176173,176173,10,5,7,0
176661,176661,10,5,7,0
177144,177144,10,5,7,0
177643,177643,10,5,7,0
178132,178132,10,5,7,0
178618,178618,10,5,7,0
179113,179113,10,5,7,0
179596,179596,10,5,7,0
180077,180077,10,5,7,0
180559,180559,10,5,7,0
181045,181045,10,5,7,0
181535,181535,10,5,7,0
182024,182024,10,5,7,0
182517,182517,10,5,7,0
183002,183002,10,5,7,0
183484,183484,10,5,7,0
183964,183964,10,5,7,0
184439,184439,10,5,7,0
184924,184924,10,5,7,0
185412,185412,10,5,7,0
185908,185908,10,5,7,0
186404,186404,10,5,7,0
186896,186896,10,5,7,0
187384,187384,10,5,7,0
187878,187878,10,5,7,0
188357,188357,10,5,7,0
188846,188846,10,5,7,0
189334,189334,10,5,7,0
189825,189825,10,5,7,0
190314,190314,10,5,7,0
190807,190807,10,5,7,0
191300,191300,10,5,7,0
191787,191787,10,5,7,0
192262,192262,10,5,7,0
192745,192745,10,5,7,0
193234,193234,10,5,7,0
193728,193728,10,5,7,0
194221,194221,10,5,7,0
194719,194719,10,5,7,0
195214,195214,10,5,7,0
195705,195705,10,5,7,0
196180,196180,10,5,7,0
196660,196660,10,5,7,0
197149,197149,10,5,7,0
197635,197635,10,5,7,0
198125,198125,10,5,7,0
198612,198612,10,5,7,0
199099,199099,10,5,7,0
199582,199582,10,5,7,0
200063,200063,10,5,7,0
200531,200531,10,5,7,0
201012,201012,8,7,7,0
201499,201499,8,7,7,0
201988,201988,8,7,7,0
202475,202475,8,7,7,0
202966,202966,8,7,7,0
203451,203451,8,7,7,0
203934,203934,8,7,7,0
204412,204412,8,7,7,0
204886,204886,8,7,7,0
205360,205360,8,7,7,0
205836,205836,8,7,7,0
206312,206312,8,7,7,0
206796,206796,8,7,7,0
207273,207273,8,7,7,0
207741,207741,8,7,7,0
208217,208217,8,7,7,0
208678,208678,8,7,7,0
209142,209142,8,7,7,0
209615,209615,8,7,7,0
210088,210088,8,7,7,0
210566,210566,8,7,7,0
211046,211046,8,7,7,0
211517,211517,8,7,7,0
211994,211994,8,7,7,0
212470,212470,8,7,7,0
212928,212928,8,7,7,0
213404,213404,8,7,7,0
213879,213879,8,7,7,0
214355,214355,8,7,7,0
214831,214831,8,7,7,0
215313,215313,8,7,7,0
215790,215790,8,7,7,0
216264,216264,8,7,7,0
216732,216732,8,7,7,0
217204,217204,8,7,7,0
217681,217681,8,7,7,0
218161,218161,8,7,7,0
218644,218644,8,7,7,0
219125,219125,8,7,7,0
219616,219616,8,7,7,0
220093,220093,8,7,7,0
220577,220577,8,7,7,0
221040,221040,8,7,7,0
221519,221519,8,7,7,0
222002,222002,8,7,7,0
222492,222492,8,7,7,0
222979,222979,8,7,7,0
223464,223464,8,7,7,0
223947,223947,8,7,7,0
224436,224436,8,7,7,0
224915,224915,8,7,7,0
225392,225392,8,7,7,0
225881,225881,8,7,7,0
226380,226380,8,7,7,0
226879,226879,8,7,7,0
227371,227371,8,7,7,0
227880,227880,8,7,7,0
228370,228370,8,7,7,0
228865,228865,8,7,7,0
229357,229357,8,7,7,0
229861,229861,8,7,7,0
230361,230361,8,7,7,0
230865,230865,8,7,7,0
231380,231380,8,7,7,0
231882,231882,8,7,7,0
232392,232392,8,7,7,0
232894,232894,8,7,7,0
233402,233402,8,7,7,0
233913,233913,6,9,7,0
234421,234421,6,9,7,0
234951,234951,6,9,7,0
235477,235477,6,9,7,0
235998,235998,6,9,7,0
236530,236530,6,9,7,0
237059,237059,6,9,7,0
237571,237571,6,9,7,0
238098,238098,6,9,7,0
238631,238631,6,9,7,0
239167,239167,6,9,7,0
239702,239702,6,9,7,0
240230,240230,6,9,7,0
240772,240772,6,9,7,0
241298,241298,6,9,7,0
241827,241827,6,9,7,0
242360,242360,6,9,7,0
242908,242908,6,9,7,0
243460,243460,6,9,7,0
244010,244010,6,9,7,0
244559,244559,6,9,7,0
245101,245101,6,9,7,0
245638,245638,6,9,7,0
246189,246189,6,9,7,0
246736,246736,6,9,7,0
247285,247285,6,9,7,0
247850,247850,6,9,7,0
248398,248398,6,9,7,0
248950,248950,6,9,7,0
249489,249489,6,9,7,0
250022,250022,6,9,7,0
250572,250572,6,9,7,0
251124,251124,6,9,7,0
251687,251687,6,9,7,0
252246,252246,6,9,7,0
252798,252798,6,9,7,0
253338,253338,6,9,7,0
253879,253879,6,9,7,0
254425,254425,6,9,7,0
254974,254974,6,9,7,0
255522,255522,6,9,7,0
256073,256073,6,9,7,0
256619,256619,6,9,7,0
257169,257169,6,9,7,0
257705,257705,6,9,7,0
258242,258242,6,9,7,0
258778,258778,6,9,7,0
259325,259325,6,9,7,0
259877,259877,6,9,7,0
260425,260425,6,9,7,0
260962,260962,6,9,7,0
261507,261507,6,9,7,0
262024,262024,6,9,7,0
418,418,6,9,7,0
959,959,6,9,7,0
1506,1506,6,9,7,0
2035,2035,6,9,7,0
2581,2581,6,9,7,0
3117,3117,6,9,7,0
3647,3647,6,9,7,0
4169,4169,6,9,7,0
4700,4700,4,11,7,0
5245,5245,4,11,7,0
5788,5788,4,11,7,0
6328,6328,4,11,7,0
6870,6870,4,11,7,0
7413,7413,4,11,7,0
7941,7941,4,11,7,0
8471,8471,4,11,7,0
9010,9010,4,11,7,0
9550,9550,4,11,7,0
10088,10088,4,11,7,0
10636,10636,4,11,7,0
11167,11167,4,11,7,0
11711,11711,4,11,7,0
12241,12241,4,11,7,0
12782,12782,4,11,7,0
13325,13325,4,11,7,0
13874,13874,4,11,7,0
14420,14420,4,11,7,0
14978,14978,4,11,7,0
15532,15532,4,11,7,0
16072,16072,4,11,7,0
16627,16627,4,11,7,0
17169,17169,4,11,7,0
17727,17727,4,11,7,0
18287,18287,4,11,7,0
18835,18835,4,11,7,0
19398,19398,4,11,7,0
19958,19958,4,11,7,0
20498,20498,4,11,7,0
21069,21069,4,11,7,0
21628,21628,4,11,7,0
22194,22194,4,11,7,0
22761,22761,4,11,7,0
23325,23325,4,11,7,0
23892,23892,4,11,7,0
24448,24448,4,11,7,0
25013,25013,4,11,7,0
25578,25578,4,11,7,0
26160,26160,4,11,7,0
26718,26718,4,11,7,0
27285,27285,4,11,7,0
27860,27860,4,11,7,0
28407,28407,4,11,7,0
28969,28969,4,11,7,0
29540,29540,4,11,7,0
30113,30113,4,11,7,0
30680,30680,4,11,7,0
31251,31251,4,11,7,0
31824,31824,4,11,7,0
32387,32387,4,11,7,0
32945,32945,4,11,7,0
33504,33504,4,11,7,0
34075,34075,4,11,7,0
34640,34640,4,11,7,0
35212,35212,4,11,7,0
35776,35776,4,11,7,0
36339,36339,4,11,7,0
36891,36891,4,11,7,0
37456,37456,2,13,7,0
38027,38027,2,13,7,0
38599,38599,2,13,7,0
39175,39175,2,13,7,0
39741,39741,2,13,7,0
40304,40304,2,13,7,0
40859,40859,2,13,7,0
41422,41422,2,13,7,0
41985,41985,2,13,7,0
42559,42559,2,13,7,0
43125,43125,2,13,7,0
43700,43700,2,13,7,0
44260,44260,2,13,7,0
44817,44817,2,13,7,0
45385,45385,2,13,7,0
45958,45958,2,13,7,0
46530,46530,2,13,7,0
47101,47101,2,13,7,0
47682,47682,2,13,7,0
48253,48253,2,13,7,0
48814,48814,2,13,7,0
49379,49379,2,13,7,0
49946,49946,2,13,7,0
50523,50523,2,13,7,0
51095,51095,2,13,7,0
51673,51673,2,13,7,0
52243,52243,2,13,7,0
52798,52798,2,13,7,0
53353,53353,2,13,7,0
53919,53919,2,13,7,0
54486,54486,2,13,7,0
55048,55048,2,13,7,0
55626,55626,2,13,7,0
56180,56180,2,13,7,0
56739,56739,2,13,7,0
57284,57284,2,13,7,0
57836,57836,2,13,7,0
58388,58388,2,13,7,0
58945,58945,2,13,7,0
59509,59509,2,13,7,0
60052,60052,2,13,7,0
60600,60600,2,13,7,0
61133,61133,2,13,7,0
61667,61667,2,13,7,0
62211,62211,2,13,7,0
62761,62761,2,13,7,0
63307,63307,2,13,7,0
63850,63850,2,13,7,0
64375,64375,2,13,7,0
64911,64911,2,13,7,0
65421,65421,2,13,7,0
65940,65940,2,13,7,0
66466,66466,2,13,7,0
66986,66986,2,13,7,0
67509,67509,2,13,7,0
68029,68029,2,13,7,0
68540,68540,2,13,7,0
69048,69048,2,13,7,0
69548,69548,2,13,7,0
70045,70045,0,15,7,0
70549,70549,0,15,7,0
71061,71061,0,15,7,0
71563,71563,0,15,7,0
72071,72071,0,15,7,0
72567,72567,0,15,7,0
73069,73069,0,15,7,0
73557,73557,0,15,7,0
74042,74042,0,15,7,0
74526,74526,0,15,7,0
75032,75032,0,15,7,0
75529,75529,0,15,7,0
76017,76017,0,15,7,0
76511,76511,0,15,7,0
77000,77000,0,15,7,0
77478,77478,0,15,7,0
77956,77956,0,15,7,0
78445,78445,0,15,7,0
78939,78939,0,15,7,0
79427,79427,0,15,7,0
79921,79921,0,15,7,0
80415,80415,0,15,7,0
80904,80904,0,15,7,0
81398,81398,0,15,7,0
81867,81867,0,15,7,0
82359,82359,0,15,7,0
82841,82841,0,15,7,0
83334,83334,0,15,7,0
83829,83829,0,15,7,0
84324,84324,0,15,7,0
84814,84814,0,15,7,0
85305,85305,0,15,7,0
85792,85792,0,15,7,0
86280,86280,0,15,7,0
86770,86770,0,15,7,0
87271,87271,0,15,7,0
87765,87765,0,15,7,0
88273,88273,0,15,7,0
88768,88768,0,15,7,0
89271,89271,0,15,7,0
89768,89768,0,15,7,0
90251,90251,0,15,7,0
90744,90744,0,15,7,0
91244,91244,0,15,7,0
91758,91758,0,15,7,0
92258,92258,0,15,7,0
92753,92753,0,15,7,0
93249,93249,0,15,7,0
93750,93750,0,15,7,0
94237,94237,0,15,7,0
94735,94735,0,15,7,0
95235,95235,0,15,7,0
95741,95741,0,15,7,0
96243,96243,0,15,7,0
96749,96749,0,15,7,0
97251,97251,0,15,7,0
97753,97753,0,15,7,0
98236,98236,0,15,7,0
98738,98738,0,15,7,0
99237,99237,0,15,7,0
99735,99735,0,15,7,0
100239,100239,0,15,7,0
100738,100738,0,15,7,0
101239,101239,0,15,7,0
101729,101729,0,15,7,0
102214,102214,0,15,7,0
102706,102706,14,1,6,1
103195,103195,14,1,6,1
103696,103696,14,1,6,1
104193,104193,14,1,6,1
104688,104688,14,1,6,1
105181,105181,14,1,6,1
105674,105674,14,1,6,1
106161,106161,14,1,6,1
106634,106634,14,1,6,1
107121,107121,14,1,6,1
107606,107606,14,1,6,1
108102,108102,14,1,6,1
108586,108586,14,1,6,1
109073,109073,14,1,6,1
109554,109554,14,1,6,1
110038,110038,14,1,6,1
110506,110506,14,1,6,1
110988,110988,14,1,6,1
111462,111462,14,1,6,1
111944,111944,14,1,6,1
112426,112426,14,1,6,1
112906,112906,14,1,6,1
113385,113385,14,1,6,1
113863,113863,14,1,6,1
114328,114328,14,1,6,1
114800,114800,14,1,6,1
115269,115269,14,1,6,1
115746,115746,14,1,6,1
116222,116222,14,1,6,1
116704,116704,14,1,6,1
117177,117177,14,1,6,1
117652,117652,14,1,6,1
118119,118119,14,1,6,1
118580,118580,14,1,6,1
119049,119049,14,1,6,1
